"","Gender","Ever_Married","Age","Graduated","Spending_Score","Family_Size"
"3738","Female","Yes",57,"Yes","Average",NA
"3739","Female","No",41,"Yes","Low",1
"3740","Female","Yes",37,"Yes","Average",3
"3741","Female","Yes",36,"Yes","Average",3
"3742","Male","Yes",45,"Yes","Average",2
"3743","Female","Yes",39,"Yes","Average",2
"3744","Male","No",40,"Yes","Low",1
"3745","Female","No",29,"Yes","Low",3
"3746","Male","Yes",89,"No","Low",2
"3747","Female","Yes",73,"No","High",3
"3748","Male","No",28,"No","Low",1
"3749","Male","No",53,"Yes","Low",1
"3750","Male","No",25,"No","Low",NA
"3751","Female","No",19,"No","Low",5
"3752","Female","Yes",52,"Yes","Average",2
"3753","Female","No",31,"Yes","Low",3
"3754","Male","No",35,"Yes","Low",2
"3755","Male","Yes",47,"Yes","Average",2
"3756","Male","Yes",68,"No","High",2
"3757","Female","Yes",42,"Yes","Average",2
"3758","Female","No",38,"No","Low",NA
"3759","Male","Yes",25,"No","High",3
"3760","Male","No",37,"Yes","Low",1
"3761","Female","No",31,"No","Low",NA
"3762","Male","No",21,"No","Low",6
"3763","Male","Yes",28,"Yes","Average",3
"3764","Female","Yes",50,"Yes","High",8
"3765","Female","No",46,"No","Low",2
"3766","Male","No",19,"No","Low",3
"3767","Male","Yes",37,"Yes","Average",2
"3768","Male","No",28,"Yes","Low",1
"3769","Male","Yes",71,"No","Low",1
"3770","Female","Yes",66,"No","High",2
"3771","Female","Yes",57,"Yes","Average",2
"3772","Female","Yes",86,"Yes","Low",2
"3773","Female","Yes",40,"Yes","Average",2
"3774","Female","No",49,"Yes","Low",1
"3775","Male","Yes",41,"No","Average",3
"3776","Female","Yes",42,"No","Low",4
"3777","Female","Yes",87,"No","High",3
"3778","Female","Yes",80,"Yes","Average",2
"3779","Male","Yes",60,"Yes","Low",1
"3780","Male","Yes",38,"Yes","Average",4
"3781","Female","Yes",74,"Yes","High",2
"3782","Female","No",30,"No","Low",5
"3783","Female","No",20,"No","Low",4
"3784","Female","No",43,"Yes","Low",1
"3785","Male","No",32,"Yes","Low",4
"3786","Male","Yes",53,"Yes","High",3
"3787","Female","No",23,"No","Low",6
"3788","Male","Yes",52,"No","Low",1
"3789","Female","Yes",45,"Yes","Average",4
"3790","Male","No",22,"No","Low",NA
"3791","Male","Yes",63,"No","Average",5
"3792","Female","Yes",81,"Yes","High",2
"3793","Male","Yes",35,"No","Low",3
"3794","Male","No",39,"Yes","Low",3
"3795","Male","Yes",37,"Yes","Low",7
"3796","Male","Yes",83,"Yes","High",2
"3797","Female","Yes",47,"No","Low",2
"3798","Male","Yes",65,"Yes","High",2
"3799","Male","No",25,"No","Low",5
"3800","Male","No",40,"Yes","Low",3
"3801","Male","No",27,"Yes","Low",6
"3802","Male","No",19,"No","Low",3
"3803","Female",NA,61,"Yes","Average",3
"3804","Female","Yes",56,"Yes","Average",2
"3805","Male","No",53,"Yes","Low",2
"3806","Female","Yes",39,"Yes","Low",1
"3807","Male","Yes",55,"Yes","Average",4
"3808","Male","Yes",65,"Yes","Low",2
"3809","Female","No",26,"Yes","Low",6
"3810","Female","No",28,"Yes","Low",3
"3811","Male","Yes",40,"Yes","High",4
"3812","Male","No",40,"No","Low",1
"3813","Male","Yes",42,"No","Average",4
"3814","Male","Yes",37,"Yes","Low",4
"3815","Female","No",22,"No","Low",5
"3816","Female","Yes",33,"No","Low",5
"3817","Male","Yes",28,"No","Average",3
"3818","Male","Yes",51,"Yes","Low",2
"3819","Female","No",32,"Yes","Low",3
"3820","Female","Yes",33,"Yes","High",1
"3821","Female","Yes",40,"Yes","Low",NA
"3822","Male","Yes",36,"Yes","Low",2
"3823","Female","No",27,"No","Low",1
"3824","Male","No",18,"No","Low",3
"3825","Male","Yes",81,"No","High",2
"3826","Female","No",59,"Yes","Low",2
"3827","Male","Yes",53,"Yes","High",3
"3828","Male","Yes",38,"No","Average",4
"3829","Male","No",20,"No","Low",2
"3830","Female","No",40,"Yes","Low",1
"3831","Male","Yes",37,"Yes","High",2
"3832","Male","Yes",31,"No","Low",2
"3833","Male","Yes",40,"Yes","High",3
"3834","Male","Yes",35,"Yes","High",4
"3835","Male","Yes",35,"Yes","Low",2
"3836","Female","No",39,"Yes","Low",3
"3837","Male","Yes",79,"Yes","Low",1
"3838","Male","Yes",42,"Yes","Average",2
"3839","Male","Yes",42,"No","Average",3
"3840","Female","No",32,"No","Low",4
"3841","Female","Yes",52,"Yes","Average",3
"3842","Male","Yes",59,"Yes","High",2
"3843","Male","Yes",51,"Yes","High",3
"3844","Female","No",32,"Yes","Low",1
"3845","Male","Yes",49,"Yes","Low",1
"3846","Female","No",40,"No","Low",2
"3847","Female","No",61,"Yes","Low",1
"3848","Female","Yes",86,"No","High",2
"3849","Female","Yes",29,"Yes","Low",2
"3850","Male","No",46,"No","Low",4
"3851","Male","No",28,"Yes","Low",3
"3852","Female","No",53,"Yes","Low",1
"3853","Female","Yes",65,"No","Low",NA
"3854","Male","No",32,"No","Low",6
"3855","Female","No",31,"No","Low",3
"3856","Male","No",25,"No","Low",4
"3857","Female","No",33,"No","Low",3
"3858","Female","Yes",38,"Yes","Average",2
"3859","Female","Yes",43,"Yes","Average",2
"3860","Male","No",20,"No","Low",2
"3861","Male","Yes",33,"Yes","Low",2
"3862","Female","Yes",50,NA,"Average",3
"3863","Female","Yes",37,"No","Average",4
"3864","Male","Yes",38,"Yes","Low",7
"3865","Female","No",43,"No","Low",NA
"3866","Male","No",27,"No","Low",4
"3867","Male","Yes",35,"No","Average",5
"3868","Female","Yes",36,"No","Low",3
"3869","Female","No",20,"No","Low",2
"3870","Female","Yes",53,"Yes","Low",1
"3871","Male","Yes",36,"No","Low",1
"3872","Female","No",32,"Yes","Low",2
"3873","Male","Yes",55,"Yes","Average",3
"3874","Male","Yes",37,"Yes","Average",2
"3875","Female","No",27,"Yes","Low",NA
"3876","Male","No",43,"Yes","Low",7
"3877","Female","No",32,"Yes","Low",NA
"3878","Female","No",40,"Yes","Low",1
"3879","Female","Yes",87,"No","Low",1
"3880","Male","Yes",86,"No","Low",1
"3881","Female","No",42,"Yes","Low",1
"3882","Male","No",37,"Yes","Low",1
"3883","Female","No",25,"No","Low",7
"3884","Male","No",19,"No","Low",4
"3885","Male","Yes",42,"No","Average",5
"3886","Male","Yes",33,"No","Low",4
"3887","Male","Yes",41,"Yes","Low",2
"3888","Female","No",27,"Yes","Low",2
"3889","Male","Yes",84,"No","Low",NA
"3890","Male","No",22,"No","Low",4
"3891","Female","No",32,"Yes","Low",2
"3892","Male","Yes",83,"Yes","High",3
"3893","Male","Yes",50,"Yes","Average",3
"3894","Female","No",30,"Yes","Low",4
"3895","Female","No",23,"No","Low",4
"3896","Male","No",27,"No","Low",8
"3897","Female","No",35,"Yes","Low",1
"3898","Male","No",23,"No","Low",2
"3899","Male","Yes",56,"Yes","Average",3
"3900","Female","Yes",41,"Yes","Average",NA
"3901","Female","No",25,"No","Low",3
"3902","Male","Yes",41,"Yes","Low",2
"3903","Female","No",27,"No","Low",1
"3904","Male","Yes",43,"Yes","Average",2
"3905","Male","Yes",40,"Yes","Average",5
"3906","Female",NA,60,"No","High",2
"3907","Female","Yes",45,"No","Average",4
"3908","Female","Yes",82,"No","High",2
"3909","Female","No",28,"Yes","Low",1
"3910","Female","Yes",63,"Yes","High",4
"3911","Female","No",35,"Yes","Low",2
"3912","Female","Yes",89,"No","High",2
"3913","Male","No",20,"No","Low",4
"3914","Female","No",40,"Yes","Low",1
"3915","Male","Yes",46,"No","Average",2
"3916","Male","No",25,"Yes","Low",3
"3917","Female",NA,46,"Yes","Low",3
"3918","Male","Yes",49,"Yes","Average",4
"3919","Female","Yes",47,"Yes","Low",2
"3920","Male","Yes",30,"Yes","Average",2
"3921","Female","Yes",40,"Yes","Low",1
"3922","Male","Yes",39,"Yes","Average",5
"3923","Male","Yes",61,"Yes","Average",5
"3924","Female","No",28,"No","Low",4
"3925","Male","No",18,"No","Low",3
"3926","Female","Yes",55,"Yes","Average",4
"3927","Male","No",39,"No","Low",2
"3928","Female","Yes",47,"No","Average",NA
"3929","Female","No",29,"Yes","Low",5
"3930","Male","Yes",66,"No","Low",2
"3931","Female","No",46,"Yes","Low",1
"3932","Female","Yes",52,"Yes","Average",3
"3933","Female","No",23,"No","Low",4
"3934","Female","Yes",84,"No","High",2
"3935","Female","No",27,"No","Low",3
"3936","Female","Yes",37,"Yes","Average",3
"3937","Female","No",46,"No","Low",1
"3938","Female","No",22,"No","Low",3
"3939","Male","Yes",42,"Yes","Average",2
"3940","Female","Yes",35,"Yes","Low",2
"3941","Male","Yes",39,"No","High",3
"3942","Female","No",27,"Yes","Low",4
"3943","Male","Yes",65,"No","High",2
"3944","Female","Yes",39,"Yes","Average",3
"3945","Female","No",22,"No","Low",3
"3946","Male","No",31,"Yes","Low",4
"3947","Female","Yes",48,"No","Average",6
"3948","Female","Yes",58,"Yes","Average",2
"3949","Female","Yes",74,"Yes","High",NA
"3950","Female","Yes",40,"Yes","Average",3
"3951","Male","No",26,"No","Low",4
"3952","Male","No",35,"Yes","Low",1
"3953","Female","No",43,"Yes","Low",1
"3954","Male","No",49,"Yes","Low",1
"3955","Male","Yes",26,"No","Low",4
"3956","Female","Yes",74,"Yes","High",2
"3957","Female","Yes",56,"Yes","High",3
"3958","Female","Yes",49,"Yes","Average",2
"3959","Male","No",19,"No","Low",8
"3960","Male","No",39,"Yes","Low",3
"3961","Male","Yes",37,"Yes","High",4
"3962","Male","No",41,"Yes","Low",1
"3963","Female","No",26,"Yes","Low",2
"3964","Female","Yes",38,"No","Average",3
"3965","Male","Yes",35,"Yes","Low",3
"3966","Male","Yes",49,"Yes","Average",2
"3967","Male",NA,60,"No","Average",3
"3968","Female","No",38,"No","Low",1
"3969","Male","Yes",52,NA,"Average",5
"3970","Male","Yes",70,"No","High",2
"3971","Male","No",21,"No","Low",3
"3972","Male","Yes",58,"Yes","Low",1
"3973","Female","No",28,"No","Low",5
"3974","Male","Yes",57,"No","Low",1
"3975","Male","Yes",37,"Yes","Average",2
"3976","Female","Yes",52,"No","High",3
"3977","Female","Yes",35,"No","Average",5
"3978","Female","Yes",30,"Yes","Low",2
"3979","Male","Yes",35,"Yes","Average",2
"3980","Female","No",31,"Yes","Low",3
"3981","Male","Yes",37,"Yes","Average",2
"3982","Male","Yes",71,"Yes","High",2
"3983","Male","Yes",66,"Yes","Low",1
"3984","Female","Yes",25,"Yes","Average",2
"3985","Male","No",26,"Yes","Low",4
"3986","Female","No",31,"No","Low",4
"3987","Male","Yes",67,"Yes","Average",6
"3988","Female","Yes",51,"Yes","Average",5
"3989","Female","No",39,"Yes","Low",1
"3990","Female","Yes",60,"Yes","Average",2
"3991","Female","Yes",46,"No","Average",NA
"3992","Male","Yes",36,"Yes","Average",2
"3993","Female","No",18,NA,"Low",3
"3994","Female","No",30,"No","Low",1
"3995","Female","Yes",69,"Yes","Average",2
"3996","Male","No",32,"No","Low",NA
"3997","Female","Yes",60,"Yes","Low",2
"3998","Female","Yes",40,"Yes","Average",2
"3999","Female","Yes",83,"No","High",2
"4000","Male","Yes",51,"Yes","Average",NA
"4001","Male","Yes",33,"No","Average",5
"4002","Male","Yes",43,"Yes","Average",4
"4003","Male","Yes",71,"No","Low",5
"4004","Male","Yes",50,"Yes","High",5
"4005","Male","Yes",57,"Yes","Average",2
"4006","Male","Yes",35,"Yes","Average",2
"4007","Female","Yes",66,"Yes","High",3
"4008","Female","Yes",46,"Yes","Low",1
"4009","Male","No",26,"No","Low",1
"4010","Male","No",21,"No","Low",3
"4011","Female","No",42,"Yes","Low",2
"4012","Female","Yes",40,"Yes","Low",2
"4013","Male","No",27,"No","Low",4
"4014","Female","Yes",37,"Yes","Low",2
"4015","Female","Yes",70,NA,"High",NA
"4016","Male","No",35,"Yes","Low",3
"4017","Male","No",28,"Yes","Low",1
"4018","Male","No",27,"No","Low",2
"4019","Female","Yes",81,"Yes","Low",1
"4020","Male","No",25,"Yes","Low",2
"4021","Male","Yes",72,"Yes","High",2
"4022","Female","No",33,"Yes","Low",5
"4023","Male","Yes",40,"Yes","Low",2
"4024","Male","No",52,"Yes","Low",1
"4025","Male","No",23,"No","Low",4
"4026","Female","Yes",48,"Yes","Average",4
"4027","Female","No",31,"No","Low",4
"4028","Female","No",35,"Yes","Low",1
"4029","Female","No",63,"No","Low",1
"4030","Male","Yes",63,"Yes","Average",2
"4031","Male",NA,28,"Yes","Low",2
"4032","Female","Yes",37,"Yes","Average",2
"4033","Female","Yes",67,"Yes","Low",3
"4034","Female","No",37,"Yes","Low",1
"4035","Male","No",22,"No","Low",4
"4036","Female","Yes",46,"Yes","Low",3
"4037","Male","Yes",41,"Yes","Average",2
"4038","Female","No",59,"Yes","Low",2
"4039","Male",NA,23,"No","High",5
"4040","Male","Yes",84,"Yes","Low",3
"4041","Female","Yes",89,NA,"High",2
"4042","Male","Yes",50,"Yes","Low",3
"4043","Female","Yes",52,"No","Low",NA
"4044","Female","Yes",74,"Yes","High",2
"4045","Male","No",48,"Yes","Low",3
"4046","Male","Yes",47,"Yes","Average",4
"4047","Female","Yes",45,"Yes","High",5
"4048","Male",NA,53,"Yes","High",3
"4049","Male","Yes",53,"Yes","High",4
"4050","Female","No",29,"Yes","Low",1
"4051","Male","No",19,"No","Low",3
"4052","Female","No",50,"Yes","Low",5
"4053","Female","No",42,"Yes","Low",1
"4054","Male","No",29,"Yes","Low",4
"4055","Male","Yes",40,"Yes","Average",2
"4056","Male","No",18,"No","Low",4
"4057","Male","Yes",46,"No","Average",3
"4058","Male","Yes",68,"Yes","High",2
"4059","Male","Yes",72,"Yes","Average",2
"4060","Male","Yes",66,"Yes","High",2
"4061","Female",NA,63,"Yes","Average",2
"4062","Female","Yes",41,"No","Low",2
"4063","Male","Yes",82,"No","High",3
"4064","Male","Yes",43,"No","Average",2
"4065","Male","Yes",53,"Yes","Low",1
"4066","Male","No",29,"No","Low",3
"4067","Female","Yes",53,"Yes","Average",3
"4068","Female","Yes",87,"Yes","High",2
"4069","Male","Yes",62,"Yes","Average",4
"4070","Male","Yes",43,"Yes","High",3
"4071","Male","No",36,"No","Low",2
"4072","Female","No",30,"Yes","Low",3
"4073","Female","No",37,"No","Low",1
"4074","Female","Yes",59,"Yes","Average",4
"4075","Female","Yes",35,"Yes","High",5
"4076","Male","Yes",39,"No","Average",3
"4077","Female","No",19,"No","Low",5
"4078","Female","Yes",75,"Yes","Low",NA
"4079","Female","Yes",40,"Yes","Average",2
"4080","Male","Yes",62,"Yes","Average",2
"4081","Male","Yes",43,"No","High",4
"4082","Male","Yes",43,"No","Low",2
"4083","Male","Yes",29,"Yes","Average",2
"4084","Female","No",27,"Yes","Low",2
"4085","Female","No",23,"No","Low",3
"4086","Male","Yes",42,"Yes","High",4
"4087","Male","No",65,"Yes","Low",3
"4088","Male","Yes",57,"Yes","Average",5
"4089","Female","Yes",46,"Yes","Average",2
"4090","Male","Yes",30,"Yes","Low",3
"4091","Male","Yes",51,"Yes","Average",4
"4092","Male","Yes",39,"Yes","Low",2
"4093","Female","No",41,"Yes","Low",1
"4094","Male","No",29,"No","Low",4
"4095","Male","Yes",76,"Yes","Low",2
"4096","Male","No",33,"Yes","Low",NA
"4097","Male","No",23,"No","Low",4
"4098","Female","Yes",33,"Yes","High",2
"4099","Female","No",43,"Yes","Low",2
"4100","Male","Yes",35,"Yes","Average",4
"4101","Male","Yes",32,"No","Low",2
"4102","Male","Yes",65,"Yes","Low",1
"4103","Male","Yes",49,"No","Low",2
"4104","Female","Yes",48,"Yes","Low",4
"4105","Female","Yes",39,"Yes","Average",2
"4106","Male","No",27,"Yes","Low",3
"4107","Female","No",36,"Yes","Low",NA
"4108","Male","Yes",76,"No","Low",1
"4109","Male","Yes",35,"Yes","Average",2
"4110","Male","Yes",35,"Yes","Low",4
"4111","Female","Yes",48,"No","Low",1
"4112","Male","No",23,"No","Low",3
"4113","Female","Yes",42,"Yes","Low",1
"4114","Male","Yes",41,"Yes","High",3
"4115","Male","Yes",29,"No","High",3
"4116","Male","Yes",36,"Yes","Average",2
"4117","Male","Yes",60,"Yes","Low",2
"4118","Female","Yes",46,"Yes","Average",3
"4119","Female","No",31,"No","Low",1
"4120","Female","No",20,"No","Low",4
"4121","Female","No",31,"No","Low",4
"4122","Male","No",26,"No","Low",2
"4123","Male","Yes",28,"No","Low",2
"4124","Female","No",18,"No","Low",6
"4125","Female","No",30,"No","Low",6
"4126","Female","No",39,"Yes","Low",1
"4127","Male","Yes",74,"Yes","Average",2
"4128","Female","No",52,"Yes","Low",1
"4129","Male","No",25,"Yes","Low",2
"4130","Male","Yes",66,"Yes","Average",3
"4131","Male","Yes",55,"Yes","High",2
"4132","Male","No",31,"Yes","Low",4
"4133","Female","No",41,"Yes","Low",4
"4134","Male","Yes",59,"Yes","Average",4
"4135","Female","Yes",39,"Yes","High",2
"4136","Male",NA,48,"Yes","Low",2
"4137","Male","Yes",79,"No","Low",3
"4138","Female","No",43,"No","Low",NA
"4139","Male","No",26,"No","Low",1
"4140","Female","Yes",88,"No","High",2
"4141","Female","Yes",66,"Yes","Average",3
"4142","Male","Yes",56,"Yes","Average",4
"4143","Male","No",26,"Yes","Low",5
"4144","Female","No",41,"Yes","Low",1
"4145","Female","Yes",36,"No","High",3
"4146","Female","No",38,"Yes","Low",1
"4147","Male","Yes",81,"No","Low",1
"4148","Female","No",25,"No","Low",3
"4149","Male","No",42,"Yes","Low",1
"4150","Male","No",32,"No","Low",5
"4151","Male","No",28,"Yes","Low",1
"4152","Male","No",29,"No","Low",4
"4153","Female","No",28,"No","Low",4
"4154","Male","No",26,"Yes","Low",5
"4155","Male","Yes",47,"Yes","Average",4
"4156","Female","Yes",50,"Yes","Low",2
"4157","Male","Yes",70,"Yes","Low",2
"4158","Female","No",38,"No","Low",1
"4159","Male","No",39,"No","Low",1
"4160","Male","Yes",60,"Yes","Average",2
"4161","Male","Yes",63,"Yes","Average",3
"4162","Female","Yes",68,"No","Low",2
"4163","Male","Yes",47,"Yes","Low",1
"4164","Male","Yes",40,"Yes","Low",2
"4165","Male","Yes",46,"No","High",3
"4166","Male","Yes",42,"Yes","Low",3
"4167","Female","Yes",48,"Yes","Average",5
"4168","Female","No",53,"No","Low",3
"4169","Male","Yes",65,"Yes","Average",2
"4170","Male","No",26,"No","Low",4
"4171","Male","No",35,"Yes","Low",1
"4172","Female","No",27,"Yes","Low",4
"4173","Female","Yes",86,"No","High",2
"4174","Female","No",30,"Yes","Low",4
"4175","Male","Yes",43,"No","Low",3
"4176","Female","Yes",38,"Yes","Low",1
"4177","Female","Yes",66,"Yes","High",2
"4178","Female","Yes",74,"Yes","Low",2
"4179","Male","No",25,"Yes","Low",NA
"4180","Male","Yes",89,"No","Low",1
"4181","Male","No",30,"Yes","Low",4
"4182","Male","Yes",33,"No","High",5
"4183","Female","Yes",37,"Yes","High",3
"4184","Male","Yes",69,"No","High",2
"4185","Female","Yes",51,"Yes","Average",2
"4186","Male","No",19,"No","Low",3
"4187","Male","Yes",45,"Yes","Average",2
"4188","Female","No",32,"No","Low",5
"4189","Female","No",22,"No","Low",4
"4190","Female","No",26,"No","Low",6
"4191","Female","Yes",43,"Yes","High",3
"4192","Male","No",19,"No","Low",2
"4193","Male","Yes",48,"Yes","Average",3
"4194","Female","Yes",61,"Yes","Average",2
"4195","Female","No",20,"No","Low",2
"4196","Male","No",22,"No","Low",4
"4197","Female","No",31,"Yes","Low",3
"4198","Male","No",25,"Yes","Low",3
"4199","Male","Yes",41,"Yes","Low",3
"4200","Male","Yes",36,"Yes","High",3
"4201","Male","Yes",48,"Yes","High",5
"4202","Male","No",27,"No","Low",1
"4203","Male","No",35,"Yes","Low",1
"4204","Female","Yes",39,"Yes","Average",3
"4205","Male","Yes",38,"No","Average",3
"4206","Female","Yes",57,"Yes","Average",3
"4207","Male","No",38,"Yes","Low",1
"4208","Male","Yes",80,"No","Low",2
"4209","Male","Yes",57,"Yes","Average",2
"4210","Male","Yes",61,"Yes","Average",2
"4211","Male","No",29,"Yes","Low",4
"4212","Female","No",23,"No","Low",4
"4213","Female","Yes",83,"No","Low",1
"4214","Male","Yes",37,"Yes","Average",3
"4215","Male","Yes",35,"No","Low",6
"4216","Male","Yes",41,"Yes","Average",2
"4217","Female","Yes",38,"Yes","Average",2
"4218","Male","Yes",81,"No","Low",1
"4219","Female","Yes",58,"Yes","Low",1
"4220","Female","No",38,"No","Low",1
"4221","Male","Yes",18,"No","Low",2
"4222","Male","No",37,"Yes","Low",4
"4223","Male","Yes",43,"No","Average",2
"4224","Female","No",36,"Yes","Low",1
"4225","Female","Yes",76,"Yes","High",2
"4226","Male","No",33,"No","Low",1
"4227","Male","Yes",43,"No","High",5
"4228","Male","Yes",47,"No","High",7
"4229","Male","Yes",81,"No","Low",2
"4230","Male","No",27,"Yes","Low",3
"4231","Male","No",29,"No","Low",5
"4232","Female","No",38,"Yes","Low",3
"4233","Female","No",19,NA,"Low",4
"4234","Male","Yes",37,"Yes","Average",5
"4235","Male","No",47,"No","Low",1
"4236","Female","No",33,"Yes","Low",5
"4237","Male","Yes",51,"No","Average",5
"4238","Female","Yes",86,"No","High",2
"4239","Female","Yes",56,"Yes","Average",2
"4240","Male","Yes",59,"Yes","Average",2
"4241","Male","Yes",33,"Yes","Average",2
"4242","Female","No",31,"No","Low",2
"4243","Female","Yes",71,"No","High",2
"4244","Female","No",32,"No","Low",6
"4245","Male","Yes",26,"No","Low",2
"4246","Male",NA,89,"No","High",2
"4247","Male","Yes",70,"Yes","Low",2
"4248","Male","Yes",30,"No","High",4
"4249","Male","Yes",37,"No","High",6
"4250","Female","No",30,"Yes","Low",9
"4251","Female","No",23,"No","Low",3
"4252","Female","No",42,"Yes","Low",2
"4253","Male","Yes",48,"No","High",4
"4254","Male","No",28,"Yes","Low",7
"4255","Female","Yes",65,"Yes","Average",2
"4256","Female","No",28,"No","Low",5
"4257","Male","Yes",85,"Yes","Low",1
"4258","Male","No",18,"No","Low",4
"4259","Male","Yes",35,"Yes","Average",2
"4260","Female","No",27,"No","Low",1
"4261","Male","Yes",68,"Yes","Low",3
"4262","Male","Yes",52,"No","Average",6
"4263","Male","No",20,"No","Low",5
"4264","Male","Yes",35,"Yes","Low",3
"4265","Female","No",21,"Yes","Low",4
"4266","Female","No",42,"No","Low",3
"4267","Female","Yes",50,"Yes","Average",2
"4268","Male","No",25,"No","Low",1
"4269","Female","No",32,"No","Low",6
"4270","Male","No",19,"No","Low",5
"4271","Male","No",22,"No","Low",4
"4272","Male","No",27,"Yes","Low",3
"4273","Male","No",22,"No","Low",4
"4274","Female","Yes",55,"Yes","Average",3
"4275","Female","No",22,"No","Low",1
"4276","Male","Yes",40,"No","Average",2
"4277","Female","No",46,"Yes","Low",1
"4278","Male","Yes",65,"Yes","Low",3
"4279","Female","No",18,"No","Low",4
"4280","Female","Yes",53,"Yes","Average",4
"4281","Male",NA,35,"Yes","Low",1
"4282","Male","Yes",59,"No","Low",5
"4283","Female","No",32,"Yes","Low",3
"4284","Male","Yes",39,"Yes","Average",3
"4285","Male","Yes",88,"No","Low",1
"4286","Male","Yes",61,"Yes","High",3
"4287","Male","No",21,"No","Low",4
"4288","Male","No",31,"Yes","Low",4
"4289","Male","Yes",58,"Yes","Average",4
"4290","Female","No",27,"Yes","Low",3
"4291","Female","Yes",51,"Yes","Average",2
"4292","Female","Yes",48,"Yes","High",4
"4293","Male","No",25,"Yes","Low",3
"4294","Male","Yes",89,"No","High",2
"4295","Female",NA,51,"Yes","Low",4
"4296","Female","No",40,"Yes","Low",1
"4297","Male","No",56,"Yes","Low",1
"4298","Male","Yes",36,"Yes","High",3
"4299","Female","No",38,"Yes","Low",5
"4300","Male","Yes",47,"Yes","Low",4
"4301","Male","Yes",61,"Yes","Average",4
"4302","Male","Yes",89,"Yes","High",2
"4303","Male","Yes",55,"No","Low",1
"4304","Male","Yes",88,"No","High",3
"4305","Female","Yes",43,"Yes","Average",2
"4306","Male","No",28,"No","Low",3
"4307","Male","Yes",42,"No","Average",4
"4308","Male","No",33,"Yes","Low",NA
"4309","Female","Yes",60,"No","High",2
"4310","Male","No",59,"Yes","Low",1
"4311","Male","No",31,"Yes","Low",NA
"4312","Female","No",31,"Yes","Low",NA
"4313","Male","Yes",43,"Yes","Low",2
"4314","Female","No",42,"Yes","Low",3
"4315","Male","Yes",29,"No","Average",2
"4316","Female","No",53,"Yes","Low",NA
"4317","Female","No",21,"No","Low",7
"4318","Male","No",41,"Yes","Low",2
"4319","Male","Yes",48,"Yes","Average",3
"4320","Male","No",31,"No","Low",4
"4321","Male","No",26,"Yes","Low",3
"4322","Female","No",18,"No","Low",5
"4323","Female","No",19,"No","Low",NA
"4324","Male","Yes",42,"Yes","High",3
"4325","Female","Yes",52,"No","Average",5
"4326","Female","Yes",50,"Yes","Average",2
"4327","Male","No",33,"No","Low",NA
"4328","Female","Yes",75,"Yes","High",2
"4329","Male","Yes",71,"Yes","High",3
"4330","Female","Yes",59,"No","Average",2
"4331","Female","Yes",85,"Yes","High",2
"4332","Male","Yes",29,"No","High",3
"4333","Male","Yes",43,"No","Average",5
"4334","Female","No",52,"Yes","Low",1
"4335","Male","Yes",36,"Yes","Average",2
"4336","Female","No",59,"Yes","Low",4
"4337","Female","No",23,"No","Low",3
"4338","Female","No",39,"Yes","Low",1
"4339","Male","Yes",39,"Yes","Average",2
"4340","Female","Yes",46,"Yes","Low",2
"4341","Male","No",33,"No","Low",4
"4342","Male","Yes",53,"Yes","High",4
"4343","Female",NA,50,"Yes","Average",1
"4344","Female","Yes",62,"Yes","Low",1
"4345","Male","Yes",46,"Yes","Average",5
"4346","Male","Yes",40,"Yes","Average",2
"4347","Male","No",62,"Yes","Low",4
"4348","Female","No",31,"Yes","Low",2
"4349","Female","No",25,"No","Low",3
"4350","Male","No",23,"No","Low",NA
"4351","Male","No",22,"No","Low",6
"4352","Female","Yes",47,"Yes","High",6
"4353","Male","Yes",68,"Yes","High",2
"4354","Male","No",25,"No","Low",2
"4355","Female","No",30,"No","Low",NA
"4356","Male","Yes",27,"No","Low",6
"4357","Male","Yes",38,"Yes","Average",3
"4358","Female","No",33,"No","Low",1
"4359","Female","Yes",46,"No","Low",5
"4360","Female","Yes",37,"Yes","Low",2
"4361","Female","Yes",41,"Yes","Average",2
"4362","Female","No",29,"No","Low",1
"4363","Female","No",19,"No","Low",5
"4364","Male","Yes",82,"No","High",2
"4365","Female","Yes",48,"Yes","Low",1
"4366","Male","Yes",67,"Yes","High",2
"4367","Female","Yes",77,"Yes","High",2
"4368","Male",NA,56,"Yes","Average",2
"4369","Male","Yes",69,"Yes","Low",NA
"4370","Male","Yes",40,"Yes","Low",3
"4371","Male","Yes",61,"Yes","Low",1
"4372","Male","Yes",46,"Yes","Average",5
"4373","Female",NA,31,"No","Low",4
"4374","Male","Yes",39,"Yes","Average",3
"4375","Female","Yes",89,"Yes","High",3
"4376","Male","Yes",30,"No","Average",3
"4377","Female",NA,59,"Yes","Average",4
"4378","Female","Yes",47,"Yes","Average",2
"4379","Female","No",22,"No","Low",3
"4380","Female","No",42,"Yes","Low",3
"4381","Male","Yes",69,"Yes","High",2
"4382","Female","No",30,"Yes","Low",5
"4383","Male","Yes",39,"No","High",7
"4384","Male","No",27,"No","Low",1
"4385","Male","Yes",30,"No","Average",3
"4386","Male","Yes",47,"Yes","High",4
"4387","Female","Yes",81,"No","High",2
"4388","Male","Yes",42,"No","Average",3
"4389","Female","No",43,"Yes","Low",1
"4390","Female","No",31,"No","Low",5
"4391","Female","Yes",39,"Yes","Average",3
"4392","Female","Yes",57,"Yes","Average",4
"4393","Male","Yes",35,"Yes","Low",2
